iter	Logloss	Accuracy	Precision	Recall	F1
379	0.2940706189	0.874441284	0.8182656827	0.6781345566	0.741638796
380	0.2939694532	0.8750507924	0.8193548387	0.6796636086	0.7430004179
381	0.2938746128	0.8750507924	0.8193548387	0.6796636086	0.7430004179
382	0.2936355768	0.8750507924	0.8187672493	0.6804281346	0.7432150313
383	0.2933684593	0.8754571312	0.8196872125	0.6811926606	0.7440501044
384	0.2932115233	0.8756603007	0.8198529412	0.6819571865	0.7445742905
385	0.2928956957	0.8764729785	0.8199268739	0.6857798165	0.746877602
386	0.292668954	0.8764729785	0.8199268739	0.6857798165	0.746877602
387	0.2925352179	0.8764729785	0.8199268739	0.6857798165	0.746877602
388	0.2922867058	0.8764729785	0.8199268739	0.6857798165	0.746877602
389	0.2920855118	0.876269809	0.8197621226	0.6850152905	0.7463556851
390	0.2917705152	0.8760666396	0.8201834862	0.6834862385	0.7456213511
391	0.2915424741	0.876269809	0.8209366391	0.6834862385	0.7459324155
392	0.2912172762	0.8764729785	0.8211009174	0.6842507645	0.7464553795
393	0.2910825548	0.8764729785	0.8211009174	0.6842507645	0.7464553795
394	0.290841852	0.8768793174	0.8226102941	0.6842507645	0.7470784641
395	0.2904648087	0.8772856562	0.8229357798	0.6857798165	0.7481234362
396	0.2901860236	0.8772856562	0.8229357798	0.6857798165	0.7481234362
397	0.289982374	0.8772856562	0.8229357798	0.6857798165	0.7481234362
398	0.2898159325	0.8772856562	0.8229357798	0.6857798165	0.7481234362
399	0.2895995799	0.8776919951	0.8232600733	0.6873088685	0.7491666667
400	0.2893146347	0.8778951646	0.8240146654	0.6873088685	0.7494789496
401	0.2890607605	0.878098334	0.8247706422	0.6873088685	0.7497914929
402	0.2888240329	0.8783015035	0.8249312557	0.6880733945	0.7503126303
403	0.2886037326	0.8785046729	0.8250915751	0.6888379205	0.7508333333
404	0.2882687378	0.8787078423	0.8246575342	0.6903669725	0.7515605493
405	0.2879965563	0.8791141812	0.8255707763	0.6911314985	0.7523928423
406	0.2878742464	0.8791141812	0.8255707763	0.6911314985	0.7523928423
407	0.2876822407	0.8795205201	0.8258887876	0.6926605505	0.7534303534
408	0.2875061231	0.8797236896	0.8266423358	0.6926605505	0.7537437604
409	0.2872833598	0.8797236896	0.8266423358	0.6926605505	0.7537437604
410	0.2871039021	0.8805363673	0.8296703297	0.6926605505	0.755
411	0.2867693723	0.8805363673	0.8296703297	0.6926605505	0.755
412	0.2865431989	0.8809427062	0.8299817185	0.6941896024	0.7560366361
413	0.2863293227	0.8809427062	0.8299817185	0.6941896024	0.7560366361
414	0.2861376668	0.8809427062	0.8305860806	0.6934250765	0.7558333333
415	0.2859796347	0.8813490451	0.8308957952	0.6949541284	0.7568692756
416	0.2858622517	0.8811458757	0.8307410796	0.6941896024	0.7563515202
417	0.2855543764	0.8815522145	0.8316559927	0.6949541284	0.7571845065
418	0.2853811684	0.881755384	0.831809872	0.6957186544	0.7577019151
419	0.2851408539	0.8819585534	0.8319634703	0.6964831804	0.7582188931
420	0.2849712702	0.8821617229	0.8321167883	0.6972477064	0.7587354409
421	0.2847771007	0.8819585534	0.8313582498	0.6972477064	0.7584199584
422	0.2844790133	0.8813490451	0.8302919708	0.6957186544	0.7570715474
423	0.2841863993	0.8813490451	0.8302919708	0.6957186544	0.7570715474
424	0.2839893795	0.8815522145	0.8310502283	0.6957186544	0.7573866001
425	0.2838074594	0.8823648923	0.8322698268	0.6980122324	0.7592515593
426	0.283541963	0.8821617229	0.8327239488	0.6964831804	0.7585345545
427	0.2833570045	0.8823648923	0.8322698268	0.6980122324	0.7592515593
428	0.2832095369	0.8827712312	0.8337899543	0.6980122324	0.759883479
429	0.2830606825	0.8827712312	0.8337899543	0.6980122324	0.759883479
430	0.2828008679	0.8827712312	0.8337899543	0.6980122324	0.759883479
431	0.2826751167	0.8827712312	0.8331814038	0.6987767584	0.7600831601
432	0.2825352323	0.8825680618	0.8330291971	0.6980122324	0.7595673877
433	0.2823177691	0.8821617229	0.8321167883	0.6972477064	0.7587354409
434	0.2821160748	0.8825680618	0.8330291971	0.6980122324	0.7595673877
435	0.2817979071	0.8825680618	0.8330291971	0.6980122324	0.7595673877
436	0.2816530535	0.8825680618	0.8330291971	0.6980122324	0.7595673877
437	0.2814858324	0.8829744007	0.8339416058	0.6987767584	0.7603993344
438	0.2811836055	0.883583909	0.8343949045	0.7010703364	0.761944329
439	0.2810866795	0.883583909	0.8343949045	0.7010703364	0.761944329
440	0.2809255736	0.8837870784	0.8345454545	0.7018348624	0.7624584718
441	0.2806254128	0.8839902479	0.8353048226	0.7018348624	0.7627752389
442	0.2804848051	0.8839902479	0.8353048226	0.7018348624	0.7627752389
443	0.2802954743	0.8839902479	0.8353048226	0.7018348624	0.7627752389
444	0.2801610311	0.8837870784	0.8345454545	0.7018348624	0.7624584718
445	0.279926847	0.8839902479	0.8353048226	0.7018348624	0.7627752389
446	0.2797504458	0.8837870784	0.8345454545	0.7018348624	0.7624584718
447	0.2795553952	0.8839902479	0.8346957312	0.7025993884	0.7629721876
448	0.2793108674	0.8845997562	0.835753176	0.7041284404	0.7643153527
449	0.2790051624	0.8850060951	0.8360507246	0.7056574924	0.7653399668
450	0.2788175416	0.8850060951	0.8360507246	0.7056574924	0.7653399668
451	0.2786851778	0.8852092645	0.836199095	0.7064220183	0.765851637
452	0.2785915165	0.8852092645	0.8355916893	0.7071865443	0.7660455487
453	0.2784639933	0.8852092645	0.8355916893	0.7071865443	0.7660455487
454	0.278264349	0.8852092645	0.836199095	0.7064220183	0.765851637
455	0.2779274841	0.8852092645	0.836199095	0.7064220183	0.765851637
456	0.277731575	0.8856156034	0.8371040724	0.7071865443	0.7666804807
457	0.2774683559	0.8856156034	0.8371040724	0.7071865443	0.7666804807
458	0.2773223897	0.8856156034	0.8371040724	0.7071865443	0.7666804807
459	0.2772119578	0.8858187729	0.8372513562	0.7079510703	0.7671913836
460	0.2770555791	0.8864282812	0.8383017164	0.7094801223	0.7685300207
461	0.276879426	0.8864282812	0.8383017164	0.7094801223	0.7685300207
462	0.2766661642	0.8866314506	0.8384476534	0.7102446483	0.7690397351
463	0.2764247227	0.8870377895	0.8387387387	0.7117737003	0.7700578991
464	0.2762514518	0.8868346201	0.8385933273	0.7110091743	0.7695490277
465	0.275965255	0.8868346201	0.8392050587	0.7102446483	0.7693581781
466	0.2757592192	0.8866314506	0.8390596745	0.7094801223	0.7688483844
467	0.2755618605	0.8870377895	0.8399638336	0.7102446483	0.7696768848
468	0.2753695952	0.887240959	0.8407239819	0.7102446483	0.7699958558
469	0.2751638254	0.8876472978	0.8403967538	0.7125382263	0.7712039719
470	0.2750469903	0.8876472978	0.8403967538	0.7125382263	0.7712039719
471	0.2747676804	0.8876472978	0.8410117435	0.7117737003	0.7710144928
472	0.2745217456	0.8878504673	0.8417721519	0.7117737003	0.7713338857
473	0.2744233662	0.8880536367	0.8419150858	0.7125382263	0.7718426501
474	0.2743030823	0.8880536367	0.8419150858	0.7125382263	0.7718426501
475	0.2741612892	0.8878504673	0.8417721519	0.7117737003	0.7713338857
476	0.2740557492	0.8880536367	0.8419150858	0.7125382263	0.7718426501
477	0.2738166041	0.8888663145	0.8431018936	0.7148318043	0.7736863881
478	0.2736248358	0.8886631451	0.8429602888	0.7140672783	0.7731788079
479	0.2734303233	0.8884599756	0.8422001803	0.7140672783	0.772858916
480	0.2732454842	0.8884599756	0.8422001803	0.7140672783	0.772858916
481	0.272950526	0.8884599756	0.8422001803	0.7140672783	0.772858916
482	0.272833788	0.8884599756	0.8422001803	0.7140672783	0.772858916
483	0.2725545979	0.8884599756	0.8422001803	0.7140672783	0.772858916
484	0.2723149647	0.8896789923	0.8455284553	0.7155963303	0.7751552795
485	0.2722417213	0.8900853312	0.8458070334	0.7171253823	0.7761688043
486	0.2721354166	0.8898821617	0.84566787	0.7163608563	0.7756622517
487	0.2719523429	0.8904916701	0.8460846085	0.7186544343	0.7771806532
488	0.2717757462	0.8904916701	0.8467087466	0.7178899083	0.7769962764
489	0.2715378301	0.8904916701	0.8467087466	0.7178899083	0.7769962764
490	0.2713166962	0.8902885006	0.8459459459	0.7178899083	0.776674938
491	0.2711614232	0.8906948395	0.8462230216	0.7194189602	0.7776859504
492	0.2709613135	0.8908980089	0.846361186	0.7201834862	0.7781908302
493	0.2707770171	0.8915075173	0.8480215827	0.7209480122	0.779338843
494	0.2706756265	0.8915075173	0.8480215827	0.7209480122	0.779338843
495	0.2704253844	0.8917106867	0.8494138864	0.7201834862	0.7794786926
496	0.2703384878	0.8917106867	0.8494138864	0.7201834862	0.7794786926
497	0.2701625768	0.8915075173	0.8486486486	0.7201834862	0.7791563275
498	0.2699977544	0.8913043478	0.8485121731	0.7194189602	0.7786512205
499	0.2697188489	0.8915075173	0.8492779783	0.7194189602	0.7789735099
500	0.2696069373	0.8915075173	0.8492779783	0.7194189602	0.7789735099
501	0.2693887467	0.8911011784	0.849005425	0.7178899083	0.777961889
502	0.2691356211	0.8913043478	0.8497737557	0.7178899083	0.7782842934
503	0.2690499018	0.8913043478	0.8497737557	0.7178899083	0.7782842934
504	0.268827357	0.8917106867	0.850678733	0.7186544343	0.7791131372
505	0.2687364215	0.8917106867	0.850678733	0.7186544343	0.7791131372
506	0.2685863906	0.8917106867	0.850678733	0.7186544343	0.7791131372
507	0.2685236137	0.8917106867	0.850678733	0.7186544343	0.7791131372
508	0.2683730671	0.8917106867	0.850678733	0.7186544343	0.7791131372
509	0.2682510191	0.8917106867	0.850678733	0.7186544343	0.7791131372
510	0.2679722737	0.8917106867	0.850678733	0.7186544343	0.7791131372
511	0.2677179327	0.892320195	0.8510830325	0.7209480122	0.7806291391
512	0.2675349848	0.8925233645	0.8512173129	0.7217125382	0.7811336367
513	0.2674170289	0.8925233645	0.8512173129	0.7217125382	0.7811336367
514	0.2673643669	0.892320195	0.8510830325	0.7209480122	0.7806291391
515	0.267074192	0.8929297034	0.8514851485	0.7232415902	0.7821413807
516	0.2669051401	0.8931328728	0.8522522523	0.7232415902	0.782464847
517	0.2667989007	0.8929297034	0.8514851485	0.7232415902	0.7821413807
518	0.2664843119	0.8929297034	0.8514851485	0.7232415902	0.7821413807
519	0.2663317131	0.8933360423	0.8517520216	0.7247706422	0.7831474597
520	0.2660385202	0.8933360423	0.8517520216	0.7247706422	0.7831474597
521	0.2657932414	0.8935392117	0.8518850987	0.7255351682	0.7836498761
522	0.2656685088	0.8937423811	0.8526504942	0.7255351682	0.7839735646
523	0.2653927991	0.89414872	0.8535489668	0.7262996942	0.7847996696
524	0.2653300173	0.8939455506	0.8527827648	0.7262996942	0.78447564
525	0.2651486159	0.8945550589	0.8544474394	0.7270642202	0.7856257745
526	0.2649633534	0.8951645672	0.8548387097	0.7293577982	0.7871287129
527	0.264718734	0.8955709061	0.8563734291	0.7293577982	0.7877786953
528	0.2646166086	0.8953677367	0.8562443845	0.7285932722	0.7872779843
529	0.2645210593	0.8953677367	0.8556053812	0.7293577982	0.78745357
530	0.2642599249	0.8957740756	0.8571428571	0.7293577982	0.7881040892
531	0.2641653002	0.8955709061	0.8570143885	0.7285932722	0.7876033058
532	0.2639795544	0.8955709061	0.8563734291	0.7293577982	0.7877786953
533	0.2637818913	0.8957740756	0.8571428571	0.7293577982	0.7881040892
534	0.2636595109	0.8953677367	0.8562443845	0.7285932722	0.7872779843
535	0.2635006961	0.895977245	0.8572710952	0.7301223242	0.7886044591
536	0.2632700074	0.8965867534	0.8589398023	0.7308868502	0.789756299
537	0.2630796731	0.8967899228	0.8584229391	0.7324159021	0.7904290429
538	0.2628711135	0.8976026006	0.8595706619	0.7347094801	0.7922506183
539	0.2626756947	0.8980089395	0.8604651163	0.7354740061	0.7930750206
540	0.2624901539	0.8982121089	0.8605898123	0.7362385321	0.7935723115
541	0.2622896689	0.8988216172	0.862254025	0.7370030581	0.7947238252
542	0.2621020126	0.8986184478	0.8621307073	0.7362385321	0.7942268041
543	0.2619096901	0.89780577	0.8609865471	0.7339449541	0.7924061081
544	0.2617774468	0.89780577	0.8609865471	0.7339449541	0.7924061081
545	0.2617080914	0.89780577	0.8609865471	0.7339449541	0.7924061081
546	0.2616407961	0.89780577	0.8609865471	0.7339449541	0.7924061081
547	0.2614918166	0.8980089395	0.8611111111	0.7347094801	0.7929042904
548	0.2613582974	0.8980089395	0.8611111111	0.7347094801	0.7929042904
549	0.2611176381	0.8984152783	0.8607142857	0.7370030581	0.7940691928
550	0.261000198	0.8986184478	0.860838537	0.7377675841	0.7945656649
551	0.2607533456	0.8986184478	0.860838537	0.7377675841	0.7945656649
552	0.2605999391	0.8990247867	0.8610863758	0.7392966361	0.7955573838
553	0.2605043141	0.8990247867	0.8610863758	0.7392966361	0.7955573838
554	0.2602599416	0.8990247867	0.8617305977	0.7385321101	0.795389049
555	0.260186939	0.8990247867	0.8617305977	0.7385321101	0.795389049
556	0.2600431589	0.8988216172	0.8616071429	0.7377675841	0.794892916
557	0.2598659579	0.899634295	0.8620996441	0.7408256881	0.796875
558	0.2596364166	0.9000406339	0.8629893238	0.7415902141	0.7976973684
559	0.2594389093	0.9002438033	0.8631111111	0.7423547401	0.7981915331
560	0.2592818211	0.9002438033	0.8631111111	0.7423547401	0.7981915331
561	0.259223068	0.9002438033	0.8631111111	0.7423547401	0.7981915331
562	0.2590752976	0.9000406339	0.8629893238	0.7415902141	0.7976973684
563	0.2589197432	0.8998374644	0.8622222222	0.7415902141	0.7973695027
564	0.2587743192	0.9004469728	0.8632326821	0.7431192661	0.7986852917
565	0.2585499372	0.90146282	0.8657777778	0.744648318	0.8006576243
566	0.2584067157	0.9016659894	0.865248227	0.74617737	0.8013136289
567	0.2581886746	0.9020723283	0.8648409894	0.748470948	0.8024590164
568	0.2579910154	0.9022754978	0.8656056587	0.748470948	0.8027880279
569	0.2578098555	0.9020723283	0.8648409894	0.748470948	0.8024590164
570	0.2575932202	0.9018691589	0.8647214854	0.747706422	0.8019680197
571	0.2573841465	0.9020723283	0.8654867257	0.747706422	0.8022969647
572	0.2571929698	0.9020723283	0.8654867257	0.747706422	0.8022969647
573	0.257065751	0.9022754978	0.8656056587	0.748470948	0.8027880279
574	0.2569377388	0.9024786672	0.8657243816	0.749235474	0.8032786885
575	0.2568566035	0.9022754978	0.8656056587	0.748470948	0.8027880279
576	0.2567353817	0.9022754978	0.8656056587	0.748470948	0.8027880279
577	0.2564910307	0.9024786672	0.8657243816	0.749235474	0.8032786885
578	0.25628853	0.9024786672	0.8657243816	0.749235474	0.8032786885
579	0.256184274	0.9028850061	0.8672566372	0.749235474	0.8039376538
580	0.2559475429	0.9034945144	0.8689105403	0.75	0.8050882232
581	0.2557822097	0.903291345	0.8687943262	0.749235474	0.8045977011
582	0.255550076	0.9034945144	0.8682581786	0.750764526	0.8052480525
583	0.2554217205	0.9034945144	0.8682581786	0.750764526	0.8052480525
584	0.2552130276	0.903291345	0.8681415929	0.75	0.8047579984
585	0.2549640282	0.903291345	0.8694493783	0.748470948	0.8044371405
586	0.2548305497	0.9034945144	0.8695652174	0.749235474	0.8049281314
587	0.2547562267	0.9034945144	0.8695652174	0.749235474	0.8049281314
588	0.2547101343	0.9034945144	0.8695652174	0.749235474	0.8049281314
589	0.2545772975	0.9036976839	0.8696808511	0.75	0.8054187192
590	0.2543997659	0.9039008533	0.8697962799	0.750764526	0.8059089044
591	0.2542474705	0.9041040228	0.8699115044	0.751529052	0.8063986874
592	0.2540996401	0.9043071922	0.8700265252	0.752293578	0.8068880689
593	0.2540240116	0.9043071922	0.8700265252	0.752293578	0.8068880689
594	0.2537782268	0.9047135311	0.8702559576	0.75382263	0.8078656288
595	0.2537395357	0.9047135311	0.8702559576	0.75382263	0.8078656288
596	0.2535516582	0.9047135311	0.8702559576	0.75382263	0.8078656288
597	0.2534834415	0.9047135311	0.8702559576	0.75382263	0.8078656288
598	0.2532281567	0.9049167005	0.8703703704	0.754587156	0.8083538084
599	0.2530632711	0.9049167005	0.8703703704	0.754587156	0.8083538084
600	0.2529399812	0.90511987	0.8704845815	0.755351682	0.8088415882
601	0.2527392134	0.9053230394	0.8705985915	0.756116208	0.8093289689
602	0.2525665753	0.90511987	0.8704845815	0.755351682	0.8088415882
603	0.2524226742	0.9053230394	0.8705985915	0.756116208	0.8093289689
604	0.2522737574	0.9053230394	0.8705985915	0.756116208	0.8093289689
605	0.2520226022	0.9053230394	0.8705985915	0.756116208	0.8093289689
606	0.2517617669	0.9057293783	0.8721340388	0.756116208	0.80999181
607	0.2515862743	0.9055262089	0.8720211827	0.755351682	0.8095043015
608	0.2515281256	0.9055262089	0.8720211827	0.755351682	0.8095043015
609	0.2514519613	0.9055262089	0.8720211827	0.755351682	0.8095043015
610	0.2513559729	0.9057293783	0.8721340388	0.756116208	0.80999181
611	0.2512013747	0.9057293783	0.8721340388	0.756116208	0.80999181
612	0.2509156158	0.906948395	0.8728070175	0.7607033639	0.8129084967
613	0.2507435685	0.906948395	0.8728070175	0.7607033639	0.8129084967
614	0.250647793	0.906948395	0.8728070175	0.7607033639	0.8129084967
615	0.250500464	0.9071515644	0.8729184926	0.7614678899	0.8133932217
616	0.25036067	0.906948395	0.8734622144	0.7599388379	0.8127555192
617	0.2502772403	0.906948395	0.8734622144	0.7599388379	0.8127555192
618	0.2501239336	0.9071515644	0.8735733099	0.7607033639	0.8132407029
619	0.249961388	0.9071515644	0.8735733099	0.7607033639	0.8132407029
620	0.2497651746	0.9073547338	0.8736842105	0.7614678899	0.8137254902
621	0.2496565821	0.9073547338	0.8736842105	0.7614678899	0.8137254902
622	0.2495171617	0.9075579033	0.874451273	0.7614678899	0.8140580302
623	0.2493027611	0.9075579033	0.874451273	0.7614678899	0.8140580302
624	0.2491829396	0.9075579033	0.874451273	0.7614678899	0.8140580302
625	0.2489645676	0.9071515644	0.874230431	0.7599388379	0.8130879346
626	0.2488068274	0.9073547338	0.874340949	0.7607033639	0.8135731807
627	0.2486807307	0.9077610727	0.8752196837	0.7614678899	0.8143908422
628	0.2486077388	0.9079642422	0.8753292362	0.7622324159	0.8148753576
629	0.2484509038	0.9077610727	0.8752196837	0.7614678899	0.8143908422
630	0.248251882	0.9081674116	0.8754385965	0.7629969419	0.8153594771
631	0.2479874588	0.9085737505	0.8763157895	0.7637614679	0.8161764706
632	0.2478610382	0.9089800894	0.8771929825	0.7645259939	0.8169934641
633	0.2477343785	0.9091832588	0.8773006135	0.7652905199	0.817476521
634	0.2476172923	0.9093864283	0.877408056	0.7660550459	0.8179591837
635	0.2475236758	0.9091832588	0.8773006135	0.7652905199	0.817476521
636	0.2473298415	0.9089800894	0.8771929825	0.7645259939	0.8169934641
637	0.2472610744	0.9093864283	0.877408056	0.7660550459	0.8179591837
638	0.2470756459	0.9093864283	0.877408056	0.7660550459	0.8179591837
639	0.2469618957	0.9095895977	0.8775153106	0.7668195719	0.8184414525
640	0.2468006433	0.9095895977	0.8775153106	0.7668195719	0.8184414525
641	0.2467473971	0.9099959366	0.8777292576	0.7683486239	0.8194048104
642	0.2466235475	0.9097927672	0.8776223776	0.7675840979	0.8189233279
643	0.2464140733	0.9097927672	0.8776223776	0.7675840979	0.8189233279
644	0.2463004191	0.9099959366	0.8777292576	0.7683486239	0.8194048104
645	0.2461759538	0.9104022755	0.8779424586	0.7698776758	0.8203665988
646	0.2460676977	0.9101991061	0.8771777003	0.7698776758	0.8200325733
647	0.2459654793	0.9101991061	0.8771777003	0.7698776758	0.8200325733
648	0.2458281235	0.9106054449	0.8780487805	0.7706422018	0.8208469055
649	0.2456930929	0.9106054449	0.8780487805	0.7706422018	0.8208469055
650	0.2454652284	0.9114181227	0.8804537522	0.7714067278	0.8223308883
651	0.2453682634	0.9116212922	0.8812227074	0.7714067278	0.8226661231
652	0.2452121029	0.912027631	0.8814298169	0.7729357798	0.8236252546
653	0.2450076386	0.9122308005	0.881533101	0.7737003058	0.8241042345
654	0.2448963671	0.912027631	0.8814298169	0.7729357798	0.8236252546
655	0.244722954	0.9122308005	0.881533101	0.7737003058	0.8241042345
656	0.2445408955	0.9124339699	0.8816362054	0.7744648318	0.8245828246
657	0.2443475191	0.9126371394	0.8824041812	0.7744648318	0.8249185668
658	0.2441924221	0.9126371394	0.8824041812	0.7744648318	0.8249185668
659	0.2440480543	0.9126371394	0.8824041812	0.7744648318	0.8249185668
660	0.2438913754	0.9126371394	0.8824041812	0.7744648318	0.8249185668
661	0.2437300897	0.9124339699	0.8823016565	0.7737003058	0.8244399185
662	0.2435698653	0.9128403088	0.8825065274	0.7752293578	0.8253968254
663	0.2434049349	0.9130434783	0.8826086957	0.7759938838	0.8258746949
664	0.2432592609	0.9128403088	0.8825065274	0.7752293578	0.8253968254
665	0.2431373733	0.9128403088	0.8825065274	0.7752293578	0.8253968254
666	0.2430612489	0.9132466477	0.8827106864	0.7767584098	0.8263521757
667	0.2427903471	0.9130434783	0.8826086957	0.7759938838	0.8258746949
668	0.2426836263	0.9130434783	0.8826086957	0.7759938838	0.8258746949
669	0.2425279399	0.9128403088	0.8825065274	0.7752293578	0.8253968254
670	0.2424028901	0.9130434783	0.8826086957	0.7759938838	0.8258746949
671	0.2422669436	0.9128403088	0.8825065274	0.7752293578	0.8253968254
672	0.2420954401	0.9128403088	0.8825065274	0.7752293578	0.8253968254
673	0.2419401395	0.9128403088	0.8825065274	0.7752293578	0.8253968254
674	0.2418343905	0.9132466477	0.8840453357	0.7752293578	0.8260692464
675	0.2415530137	0.9132466477	0.8840453357	0.7752293578	0.8260692464
676	0.2413703709	0.9132466477	0.8840453357	0.7752293578	0.8260692464
677	0.2412301701	0.913856156	0.8850174216	0.7767584098	0.8273615635
678	0.2409866936	0.9144656644	0.8853171156	0.7790519878	0.8287921919
679	0.240757945	0.9144656644	0.8859878155	0.7782874618	0.8286528287
680	0.2405463544	0.9148720033	0.8861859253	0.7798165138	0.8296055307
681	0.240494686	0.9150751727	0.8862847222	0.7805810398	0.8300813008
682	0.2403284785	0.9154815116	0.8864818024	0.7821100917	0.8310316816
683	0.240153307	0.9158878505	0.8880208333	0.7821100917	0.8317073171
684	0.2399746708	0.9158878505	0.8880208333	0.7821100917	0.8317073171
685	0.239798629	0.9158878505	0.8873483536	0.7828746177	0.8318440292
686	0.2396287457	0.9160910199	0.8887923545	0.7821100917	0.832045547
687	0.2393404759	0.9162941894	0.8888888889	0.7828746177	0.8325203252
688	0.2392478965	0.9162941894	0.8882149047	0.7836391437	0.8326563769
689	0.2390801639	0.9162941894	0.8882149047	0.7836391437	0.8326563769
690	0.2389496381	0.9160910199	0.8887923545	0.7821100917	0.832045547
691	0.2388777874	0.9160910199	0.8887923545	0.7821100917	0.832045547
692	0.2386786304	0.9162941894	0.8888888889	0.7828746177	0.8325203252
693	0.2385313049	0.9160910199	0.8887923545	0.7821100917	0.832045547
694	0.2383474161	0.9160910199	0.8887923545	0.7821100917	0.832045547
695	0.2381323726	0.9164973588	0.8896611642	0.7828746177	0.8328588857
696	0.2379921783	0.9167005282	0.8897569444	0.7836391437	0.8333333333
697	0.2378254084	0.9164973588	0.8896611642	0.7828746177	0.8328588857
698	0.2376409369	0.9164973588	0.8889852559	0.7836391437	0.8329947176
699	0.2374984982	0.9164973588	0.8889852559	0.7836391437	0.8329947176
700	0.237433326	0.9164973588	0.8889852559	0.7836391437	0.8329947176
701	0.2372738873	0.9162941894	0.8888888889	0.7828746177	0.8325203252
702	0.2371433555	0.9164973588	0.8889852559	0.7836391437	0.8329947176
703	0.2369943928	0.9167005282	0.8897569444	0.7836391437	0.8333333333
704	0.2368334487	0.9167005282	0.8897569444	0.7836391437	0.8333333333
705	0.2367680981	0.9169036977	0.8898525585	0.7844036697	0.8338073954
706	0.2365922604	0.9167005282	0.8897569444	0.7836391437	0.8333333333
707	0.2365007657	0.9167005282	0.8897569444	0.7836391437	0.8333333333
708	0.2363267688	0.9167005282	0.8897569444	0.7836391437	0.8333333333
709	0.2361639717	0.9169036977	0.8898525585	0.7844036697	0.8338073954
710	0.2360812478	0.9169036977	0.8898525585	0.7844036697	0.8338073954
711	0.2360035258	0.9171068671	0.8899480069	0.7851681957	0.8342810723
712	0.2356855475	0.917513206	0.8901384083	0.7866972477	0.8352272727
713	0.2354613256	0.917513206	0.8901384083	0.7866972477	0.8352272727
714	0.2352899078	0.9179195449	0.890328152	0.7882262997	0.8361719384
715	0.2351090142	0.9183258838	0.8905172414	0.7897553517	0.8371150729
716	0.2349371032	0.9183258838	0.8905172414	0.7897553517	0.8371150729
717	0.2348190497	0.9187322227	0.8907056799	0.7912844037	0.8380566802
718	0.2346679248	0.9187322227	0.8900343643	0.7920489297	0.8381877023
719	0.2345566366	0.9183258838	0.8905172414	0.7897553517	0.8371150729
720	0.2343501407	0.9185290532	0.8906115418	0.7905198777	0.8375860672
721	0.2341037909	0.919341731	0.8923341947	0.7920489297	0.8392061563
722	0.2339660253	0.919341731	0.8923341947	0.7920489297	0.8392061563
723	0.233884361	0.919341731	0.8923341947	0.7920489297	0.8392061563
724	0.2336866661	0.919341731	0.8923341947	0.7920489297	0.8392061563
725	0.2334966785	0.919341731	0.8923341947	0.7920489297	0.8392061563
726	0.2334341117	0.919341731	0.8923341947	0.7920489297	0.8392061563
727	0.2333111187	0.919341731	0.8923341947	0.7920489297	0.8392061563
728	0.2331482948	0.919341731	0.8923341947	0.7920489297	0.8392061563
729	0.2330899467	0.919341731	0.8923341947	0.7920489297	0.8392061563
730	0.2330364144	0.919341731	0.8923341947	0.7920489297	0.8392061563
731	0.2329102891	0.919341731	0.8923341947	0.7920489297	0.8392061563
732	0.2327195588	0.9197480699	0.8925193465	0.7935779817	0.84014569
733	0.232639671	0.9197480699	0.8925193465	0.7935779817	0.84014569
734	0.2325139502	0.9201544088	0.8920308483	0.7958715596	0.8412121212
735	0.2324171944	0.9203575782	0.8934707904	0.7951070336	0.8414239482
736	0.2323197394	0.9203575782	0.8934707904	0.7951070336	0.8414239482
737	0.2321311466	0.9209670866	0.8944206009	0.7966360856	0.8427011727
738	0.2320646079	0.9209670866	0.8944206009	0.7966360856	0.8427011727
739	0.2318929887	0.9207639171	0.8943298969	0.7958715596	0.8422330097
740	0.2317997171	0.9207639171	0.8936535163	0.7966360856	0.8423605497
741	0.231616403	0.921170256	0.8938356164	0.7981651376	0.8432956381
742	0.2315016559	0.921170256	0.8938356164	0.7981651376	0.8432956381
743	0.2313822933	0.9213734254	0.8939264328	0.7989296636	0.8437626161
744	0.2311684635	0.9213734254	0.8939264328	0.7989296636	0.8437626161
745	0.2310033635	0.9217797643	0.8941076003	0.8004587156	0.8446954417
746	0.2308378206	0.9217797643	0.8941076003	0.8004587156	0.8446954417
747	0.230739215	0.9217797643	0.8941076003	0.8004587156	0.8446954417
748	0.2306132589	0.9219829338	0.8941979522	0.8012232416	0.8451612903
749	0.2304602414	0.9219829338	0.8941979522	0.8012232416	0.8451612903
750	0.2302398944	0.9219829338	0.8941979522	0.8012232416	0.8451612903
751	0.2299928881	0.9221861032	0.89428815	0.8019877676	0.8456267634
752	0.2299157765	0.9221861032	0.89428815	0.8019877676	0.8456267634
753	0.2297239383	0.9223892727	0.8943781942	0.8027522936	0.8460918614
754	0.2295630181	0.9225924421	0.8944680851	0.8035168196	0.8465565848
755	0.2293434298	0.9221861032	0.8936170213	0.8027522936	0.8457511075
756	0.2291563559	0.9219829338	0.8935264055	0.8019877676	0.8452860596
757	0.2290647134	0.9217797643	0.8927659574	0.8019877676	0.8449456303
758	0.228902565	0.9223892727	0.8943781942	0.8027522936	0.8460918614
759	0.2287879514	0.9223892727	0.8943781942	0.8027522936	0.8460918614
760	0.2286876059	0.9223892727	0.8943781942	0.8027522936	0.8460918614
761	0.2285688787	0.9225924421	0.8944680851	0.8035168196	0.8465565848
